Team_Season,Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Season,W_PCT,Playoffs,SB,Cap,QB_P,RB_P,WR_P,TE_P,OL_P,IDL_P,EDGE_P,LB_P,S_P,CB_P,Defense_P,Offense_P,Dead_Open_Specials,W
Rams 2020,Rams,29742082,4617451,16494036,12714317,22942443,86510329,33835477,12064881,3154812,6219689,12460591,67735450,2020,0.625,1,0,198200000,0.1500609586,0.02329692735,0.08321915237,0.06414892533,0.115754001,0.1707138093,0.0608722553,0.01591731584,0.03138087286,0.06286877397,0.3417530272,0.4364799647,0.2217670081,10
Dolphins 2020,Dolphins,13738107,6048483,12934747,5150508,25769545,63641390,8882281,30184088,9679600,15602600,34531218,98879787,2020,0.625,0,0,198200000,0.06931436428,0.03051706862,0.06526108476,0.02598641776,0.130017886,0.04481473764,0.1522910595,0.04883753784,0.07872149344,0.174224107,0.4988889354,0.3210968214,0.1800142432,10
Vikings 2020,Vikings,22173100,7162164,17888635,11517438,17340511,76081848,8975453,11670056,24254783,23730611,7944494,76575397,2020,0.438,0,0,198200000,0.1118723512,0.0361360444,0.09025547427,0.05811018163,0.08748996468,0.04528482846,0.05888020182,0.1223752926,0.1197306307,0.04008321897,0.3863541726,0.3838640161,0.2297818113,7
Patriots 2020,Patriots,3605328,11650746,18385266,2423440,37449919,73514699,13774273,10921606,2456912,13468641,40532199,81153631,2020,0.438,0,0,198200000,0.01819035318,0.05878277497,0.09276118063,0.01222724521,0.1889501463,0.06949683653,0.05510396569,0.01239612513,0.06795479818,0.2045015086,0.4094532341,0.3709117003,0.2196350656,7
Saints 2020,Saints,29615000,10071475,15770933,12818826,26828544,95104778,15509386,14776363,14017409,6835585,15982911,67121654,2020,0.75,1,0,198200000,0.149419778,0.05081470737,0.07957080222,0.06467621594,0.1353609687,0.07825119072,0.07455279011,0.07072355701,0.03448831988,0.08064031786,0.3386561756,0.4798424723,0.1815013522,12
Giants 2020,Giants,8405304,13923430,23880958,7419447,35630875,89260014,24137314,7290295,16794724,14908372,13037624,76168329,2020,0.375,0,0,198200000,0.04240819374,0.07024939455,0.1204891927,0.03743414228,0.1797723259,0.1217826135,0.03678251766,0.08473624622,0.07521882947,0.06578014127,0.3843003481,0.4503532492,0.1653464026,6
Jets 2020,Jets,10741087,2359512,20094445,6041573,30068651,69305268,18519603,7043171,16895382,8641644,9088228,60188028,2020,0.125,0,0,198200000,0.05419317356,0.01190470232,0.1013846872,0.03048220484,0.1517086327,0.09343896569,0.03553567608,0.08524410696,0.04360062563,0.04585382442,0.3036731988,0.3496734006,0.3466534006,2
Eagles 2020,Eagles,21452022,3762174,29943350,15435113,39993612,110586271,26475772,12152197,5348034,9032645,8624266,61632914,2020,0.281,0,0,198200000,0.108234218,0.01898170535,0.1510764379,0.07787645308,0.2017841171,0.1335810898,0.0613128002,0.02698301715,0.04557338547,0.04351294652,0.3109632392,0.5579529314,0.1310838295,4
Steelers 2020,Steelers,25787420,3152932,5904043,8917978,34322786,78085159,31946840,20928988,14097958,7531643,22491577,96997006,2020,0.75,1,0,198200000,0.1301080727,0.01590783047,0.02978830979,0.04499484359,0.1731724823,0.1611848638,0.1055952977,0.07112995964,0.03800021695,0.1134791978,0.4893895358,0.3939715388,0.1166389253,12
49ers 2020,49ers,28656986,12651495,11274168,8237185,34553407,95373241,12427647,27179317,4658200,12992886,23135002,80393052,2020,0.375,0,0,198200000,0.1445862059,0.06383196266,0.05688278507,0.04155996468,0.1743360595,0.06270255802,0.1371307619,0.0235025227,0.06555441978,0.1167255399,0.4056158022,0.4811969778,0.11318722,6
Seahawks 2020,Seahawks,32063900,9951728,16222301,12094038,26646044,96978011,11979291,11274881,33886063,11699875,10554173,79394283,2020,0.75,1,0,198200000,0.1617754793,0.05021053481,0.08184813824,0.06101936428,0.1344401816,0.06044041877,0.05688638244,0.1709690363,0.05903065086,0.05325011604,0.4005766044,0.4892936983,0.1101296973,12
Buccaneers 2020,Buccaneers,27556500,6969905,14576858,19792747,40217623,109113633,20612811,29946760,19483225,4118737,6385738,80547271,2020,0.688,1,1,198200000,0.1390338042,0.03516601917,0.07354620585,0.09986249748,0.2029143441,0.1040000555,0.1510936428,0.09830083249,0.0207807114,0.03221865792,0.4063939001,0.5505228708,0.04308322906,11
Titans 2020,Titans,23182000,8686298,21162541,6544772,47116265,106691876,14054420,15690717,7625164,13109660,22134071,72614032,2020,0.688,1,0,198200000,0.116962664,0.04382592331,0.106773668,0.03302104945,0.2377208123,0.07091029263,0.07916607972,0.03847206862,0.06614359233,0.1116754339,0.3663674672,0.5383041171,0.09532841574,11
Commanders 2020,Commanders,21143235,4636838,5094070,5735630,37529075,74138848,14842436,23435574,10601855,17618175,12168640,78666680,2020,0.438,1,0,198200000,0.1066762614,0.02339474268,0.02570166498,0.02893859738,0.1893495207,0.0748861554,0.1182420484,0.05349069122,0.08889089304,0.06139576186,0.3969055499,0.3740607871,0.229033663,7
Packers 2020,Packers,24645540,7058628,20521932,5301804,47239400,104767304,15375862,35768583,8225930,14695548,9592282,83658205,2020,0.813,1,0,198200000,0.1243468214,0.03561366297,0.1035415338,0.02674976791,0.2383420787,0.07757750757,0.1804671191,0.04150317861,0.07414504541,0.04839698285,0.4220898335,0.5285938648,0.04931630172,13
Cardinals 2019,Cardinals,8296599,12140266,16674681,3588603,34014338,74714487,10667138,21964198,7709824,4786932,17466133,62594225,2019,0.344,0,0,188200000,0.04408394793,0.06450725824,0.08860085547,0.01906802869,0.1807350584,0.05667979809,0.1167066844,0.04096612115,0.02543534538,0.09280623273,0.3325941817,0.3969951488,0.2704106695,5
Falcons 2019,Falcons,18063000,9484109,15332230,5258881,36609416,84747636,17244922,10698868,21102931,10218404,17012133,76277258,2019,0.438,0,0,188200000,0.09597768332,0.0503937779,0.08146774708,0.02794304463,0.1945239957,0.09163082891,0.05684839532,0.1121303454,0.05429545165,0.09039390542,0.4052989267,0.4503062487,0.1443948247,7
Ravens 2019,Ravens,4187820,4647747,12405040,6811187,24600941,52652735,20449011,5276260,5177136,23587904,39039526,93529837,2019,0.875,1,0,188200000,0.02225196599,0.0246957864,0.0659141339,0.03619121679,0.1307170085,0.1086557439,0.02803538789,0.02750869288,0.1253342402,0.2074363762,0.496970441,0.2797701116,0.2232594474,14
Bills 2019,Bills,6713826,4562191,18785529,10198933,31194376,71454855,21159179,26135699,11160531,12774835,7549959,78780203,2019,0.625,1,0,188200000,0.03567388948,0.02424118491,0.09981683847,0.05419199256,0.1657512009,0.1124292189,0.1388719394,0.05930143996,0.06787903826,0.04011667906,0.4185983156,0.3796751063,0.2017265781,10
Panthers 2019,Panthers,24395545,6283177,9197102,9028498,22616326,71520648,30399334,18490862,22276998,8586514,7357669,87111377,2019,0.313,0,0,188200000,0.1296256376,0.03338563762,0.04886876727,0.04797289054,0.1201717641,0.1615267481,0.09825112646,0.118368746,0.0456244102,0.03909494687,0.4628659777,0.3800246971,0.1571093252,5
Bears 2019,Bears,14055437,1792775,28561458,12492121,19864821,76766612,18306693,19067986,16116704,5683006,30304445,89478834,2019,0.5,0,0,188200000,0.07468351222,0.009525903294,0.1517612009,0.06637683847,0.1055516525,0.09727254516,0.1013176727,0.08563604676,0.03019663124,0.1610225558,0.4754454516,0.4078991073,0.116655441,8
Bengals 2019,Bengals,17389080,7753530,28740271,10882654,32697458,97462993,18381875,13617308,4597140,7071863,23542739,67210925,2019,0.125,0,0,188200000,0.0923968119,0.04119835282,0.1527113231,0.05782494155,0.1737378215,0.09767202444,0.07235551541,0.02442688629,0.03757631775,0.1250942561,0.357125,0.5178692508,0.1250057492,2
Browns 2019,Browns,11826075,3404034,35727967,6562380,36723539,94243995,11397361,24112662,14396593,15255977,21268697,86431290,2019,0.375,0,0,188200000,0.06283780553,0.018087322,0.1898404198,0.03486918172,0.1951303879,0.06055983528,0.1281225399,0.07649624336,0.08106257705,0.1130111424,0.4592523379,0.5007651169,0.03998254516,6
Cowboys 2019,Cowboys,2903516,7258235,23195205,6115957,52928659,92401572,16270733,24047890,14935984,5626954,11759970,72641531,2019,0.5,0,0,188200000,0.01542782147,0.03856660468,0.1232476355,0.03249711477,0.2812362327,0.08645447928,0.1277783741,0.07936229543,0.02989879915,0.06248655685,0.3859805048,0.4909754091,0.1230440861,8
Broncos 2019,Broncos,6936162,4939853,4509420,7329076,26251247,49965758,19079701,32887968,7052588,11185503,19461415,89667175,2019,0.438,0,0,188200000,0.03685527099,0.02624789054,0.0239607864,0.03894301807,0.1394859033,0.1013799203,0.1747500956,0.03747390011,0.05943412859,0.1034081562,0.4764462009,0.2654928693,0.2580609299,7
Lions 2019,Lions,31930059,2307429,17465459,6730065,27129944,85562956,15087044,9609031,15306901,5017157,23637112,68657245,2019,0.219,0,0,188200000,0.1696602497,0.01226051541,0.09280265143,0.03576017535,0.1441548565,0.08016495218,0.05105755048,0.08133316153,0.02665864506,0.1255957067,0.3648100159,0.4546384485,0.1805515356,3
Texans 2019,Texans,7833793,12744125,27327533,3376502,26680848,77962801,24929692,18363703,9961506,11103156,19735855,84093912,2019,0.625,1,0,188200000,0.04162482997,0.06771586079,0.145204745,0.01794103082,0.1417685866,0.1324638257,0.09757546759,0.05293042508,0.05899657811,0.1048663921,0.4468326886,0.4142550531,0.1389122582,10
Colts 2019,Colts,11793235,2907359,31309352,14444000,29040221,89494167,6581313,31084855,4862403,9200559,21669013,73398143,2019,0.438,0,0,188200000,0.06266331031,0.01544824123,0.1663621254,0.07674814028,0.1543051063,0.03496978215,0.1651692614,0.02583636026,0.04888713603,0.11513822,0.3900007598,0.4755269235,0.1344723167,7
Jaguars 2019,Jaguars,13149963,9322496,13956013,5508925,32106212,74043609,27738114,7443609,12613248,6361198,24220950,78377119,2019,0.375,0,0,188200000,0.06987227949,0.04953504782,0.07415522317,0.0292716525,0.170596238,0.1473863656,0.03955158874,0.06702044633,0.03380020191,0.1286979277,0.4164565303,0.393430441,0.1901130287,6
Chiefs 2019,Chiefs,9288808,6758058,25947032,12691900,30594087,85279885,7958341,13963072,11996608,14285030,9297683,57500734,2019,0.75,1,1,188200000,0.04935604676,0.03590891605,0.137869458,0.06743836344,0.1625615675,0.0422866153,0.07419273114,0.06374393199,0.07590345377,0.04940320404,0.3055299362,0.4531343518,0.241335712,12
Raiders 2019,Raiders,25688481,8002165,14399349,5767514,40914105,94771614,5970975,10718493,8512658,19976408,9652415,54830949,2019,0.438,0,0,188200000,0.1364956482,0.04251947396,0.07651088735,0.03064566419,0.2173969447,0.03172675345,0.05695267269,0.04523197662,0.1061445696,0.0512880712,0.2913440436,0.5035686185,0.2050873379,7
Chargers 2019,Chargers,27064655,6477550,23608026,7014216,37523591,101688038,8892283,29172771,11889408,7265608,12377117,69597187,2019,0.313,0,0,188200000,0.1438079437,0.03441843783,0.1254411583,0.03727001063,0.1993814612,0.04724911265,0.1550094102,0.06317432519,0.03860578108,0.06576576514,0.3698043943,0.5403190117,0.08987659405,5
Rams 2019,Rams,11765577,12126193,26412655,4228642,31811467,86344534,30585660,17851822,6129397,9800904,11806937,76174720,2019,0.563,0,0,188200000,0.06251634963,0.0644324814,0.1403435441,0.02246887354,0.1690301116,0.1625167906,0.0948555898,0.03256852816,0.05207706695,0.06273611583,0.4047540914,0.4587913603,0.1364545484,9
Dolphins 2019,Dolphins,7119898,1989719,21269506,2790180,10059484,43228787,7091738,4005733,5737573,30648047,17524815,65007906,2019,0.313,0,0,188200000,0.03783155154,0.01057236451,0.113015441,0.01482561105,0.05345103082,0.03768192349,0.0212844474,0.03048657279,0.1628482837,0.09311803932,0.3454192667,0.2296959989,0.4248847343,5
Vikings 2019,Vikings,29905000,4409766,22442158,6058384,24116130,86931438,15106796,23691333,12871959,15018703,27075664,93764455,2019,0.625,1,0,188200000,0.1589001063,0.02343127524,0.1192463231,0.03219120085,0.1281409671,0.08026990436,0.1258838098,0.06839510627,0.07980182253,0.14386644,0.4982170829,0.4619098725,0.03987304463,10
Patriots 2019,Patriots,22535204,12229419,18179022,2677268,23741152,79362065,6821358,10952860,19123431,27918225,18863654,83679528,2019,0.75,1,0,188200000,0.1197407226,0.06498097237,0.09659416578,0.01422565356,0.1261485228,0.03624526036,0.05819798087,0.1016122795,0.1483433847,0.1002319554,0.4446308608,0.4216900372,0.133679102,12
Saints 2019,Saints,26595000,3756693,13051443,6502176,42560951,92466263,10807620,14664025,20311789,4190537,16638197,66612168,2019,0.813,1,0,188200000,0.1413124336,0.01996117428,0.06934879384,0.03454928799,0.2261474548,0.05742624867,0.0779172423,0.1079266153,0.02226640276,0.08840699787,0.3539435069,0.4913191445,0.1547373486,13
Giants 2019,Giants,28405163,8989981,16166352,8759798,26599108,88920402,7672043,10746861,14231925,8300429,5000958,45952216,2019,0.25,0,0,188200000,0.1509307279,0.04776823061,0.08589985122,0.04654515409,0.1413342614,0.04076537194,0.05710340595,0.07562128055,0.04410429862,0.02657257173,0.2441669288,0.4724782253,0.2833548459,4
Jets 2019,Jets,9491711,11432801,19374147,3093662,35809241,79201562,18448512,6035480,25047180,11243424,22098745,82873341,2019,0.438,0,0,188200000,0.05043417109,0.06074814559,0.102944458,0.01643816153,0.1902722689,0.09802609989,0.03206950053,0.1330880978,0.0597418916,0.1174215994,0.4403471892,0.4208372051,0.1388156057,7
Eagles 2019,Eagles,14278779,5468274,19997045,7822805,36444965,84011868,17465235,11566811,7692784,20577441,9679240,66981511,2019,0.563,1,0,188200000,0.07587023911,0.02905565356,0.1062542242,0.04156644527,0.193650186,0.09280146121,0.06146020723,0.04087557917,0.1093381562,0.05143060574,0.3559060096,0.4463967481,0.1976972423,9
Steelers 2019,Steelers,27991392,1766913,4570576,8105668,36091768,78526317,31563825,14409336,13056501,5534972,18112322,82676956,2019,0.5,0,0,188200000,0.1487321573,0.009388485654,0.02428573858,0.04306943677,0.191773475,0.1677142667,0.07656395324,0.0693756695,0.02941005313,0.09623975558,0.4393036982,0.4172492933,0.1434470085,8
49ers 2019,49ers,21532358,12516472,15349829,4258221,37558398,91215278,7219127,39706057,15326818,10736568,16769419,89757989,2019,0.813,1,0,188200000,0.1144121041,0.06650622742,0.0815612593,0.02262604145,0.1995664081,0.03835880446,0.2109779862,0.08143899044,0.05704871413,0.08910424548,0.4769287407,0.4846720404,0.03839921892,13
Seahawks 2019,Seahawks,26996766,5035413,12335319,6730075,33430896,84528469,5120514,21581217,27139216,10653670,4300635,68795252,2019,0.688,1,0,188200000,0.1434472157,0.02675564825,0.06554367163,0.03576022848,0.1776349416,0.02720783209,0.1146717163,0.1442041233,0.05660823592,0.02285140808,0.3655433156,0.4491417056,0.1853149787,11
Buccaneers 2019,Buccaneers,23770750,5056256,21803199,11313773,42981228,104925206,21184145,18583642,17521770,5355326,4962631,67607514,2019,0.438,0,0,188200000,0.1263057917,0.02686639745,0.1158512168,0.06011569075,0.2283805951,0.1125618757,0.09874411265,0.09310185972,0.02845550478,0.02636892136,0.3592322742,0.5575196918,0.08324803401,7
Titans 2019,Titans,23283000,7319205,16140089,8786988,34514326,90043608,25607015,8743596,10915774,8433793,30531666,84231844,2019,0.563,1,0,188200000,0.1237141339,0.03889056854,0.08576030287,0.04668962806,0.1833917428,0.136062779,0.04645906482,0.05800092455,0.04481292774,0.1622298937,0.4475655898,0.4784463762,0.07398803401,9
Commanders 2019,Commanders,29974202,8218621,9962196,17664279,32197919,98017217,11134561,18408787,3849469,7558867,22689383,63641067,2019,0.188,0,0,188200000,0.1592678108,0.04366961211,0.05293409139,0.09385908077,0.1710835228,0.05916344846,0.09781502125,0.02045413921,0.04016401169,0.1205599522,0.3381565728,0.520814118,0.1410293092,3
Packers 2019,Packers,30060000,2275911,16313123,16508239,45779795,110937068,8776062,18915217,4713346,8930462,13575522,54910609,2019,0.813,1,0,188200000,0.1597236982,0.01209304463,0.08667971838,0.08771646652,0.2432507705,0.04663157279,0.1005059352,0.02504434644,0.04745197662,0.07213348565,0.2917673167,0.5894636982,0.1187689851,13
Cardinals 2018,Cardinals,5229993,6642019,21383544,8338914,16580007,58174477,6574896,22609536,12827408,8859951,16131635,67003426,2018,0.188,0,0,177200000,0.02951463318,0.0374831772,0.1206746275,0.04705933409,0.09356663093,0.03710437923,0.1275933183,0.07238943567,0.04999972348,0.0910363149,0.3781231716,0.3282984029,0.2935784255,3
Falcons 2018,Falcons,22329200,7325063,24432270,2433131,40262172,96781836,6021602,11943939,8581239,9445802,26512595,62505177,2018,0.438,0,0,177200000,0.1260112867,0.04133782731,0.1378796275,0.01373098758,0.2272131603,0.0339819526,0.06740371896,0.04842685666,0.05330588036,0.1496196106,0.3527380192,0.5461728894,0.1010890914,7
Ravens 2018,Ravens,27572118,3363334,12886087,4763673,21740115,70325327,9730013,11748483,10994045,16441962,26734432,75648935,2018,0.625,1,0,177200000,0.15559886,0.01898044018,0.07272058126,0.02688303047,0.1226868792,0.05490977991,0.06630069413,0.06204314334,0.09278759594,0.1508715124,0.4269127257,0.3968697912,0.1762174831,10
Bills 2018,Bills,4972932,12700103,3135006,10226000,13535618,44569659,13874163,18752548,8735891,12472941,7366816,61202359,2018,0.375,0,0,177200000,0.02806395034,0.07167101016,0.01769190745,0.05770880361,0.07638610609,0.07829663093,0.1058270203,0.04929961061,0.07038905756,0.04157345372,0.3453857731,0.2515217777,0.4030924492,6
Panthers 2018,Panthers,22245471,6826065,12594544,9312292,32444025,83422397,25938492,15594755,18109544,8525314,10046763,78214868,2018,0.438,0,0,177200000,0.1255387754,0.03852181151,0.07107530474,0.05255243792,0.1830926919,0.1463797517,0.08800651806,0.1021983296,0.04811125282,0.05669730813,0.4413931603,0.4707810214,0.08782581828,7
Bears 2018,Bears,10598281,2865819,26134139,16862132,25838059,82298430,16269909,26108093,12062109,4184476,18514959,77139546,2018,0.75,1,0,177200000,0.05980971219,0.01617279345,0.1474838544,0.09515875847,0.145812974,0.09181664221,0.1473368679,0.06807059255,0.02361442438,0.1044862246,0.4353247517,0.4644380926,0.1002371558,12
Bengals 2018,Bengals,17198153,6168245,22333466,9109741,26761854,81571459,17980043,21586114,18408108,6721891,22735864,87432020,2018,0.375,0,0,177200000,0.0970550395,0.03480950903,0.1260353612,0.05140937359,0.1510262641,0.1014675113,0.1218177991,0.103883228,0.03793392212,0.1283062302,0.4934086907,0.4603355474,0.04625576185,6
Browns 2018,Browns,24442360,5651728,19436865,7333699,34889282,91753934,2692766,13837156,21595019,5640141,18933305,62698387,2018,0.469,0,0,177200000,0.1379365688,0.03189462754,0.1096888544,0.04138656321,0.1968921106,0.01519619639,0.07808778781,0.121868053,0.03182923815,0.1068470937,0.3538283691,0.5177987246,0.1283729063,7
Cowboys 2018,Cowboys,1816903,7705768,17811897,2372304,43159686,72866558,5600665,30183328,18325353,4718347,5642991,64470684,2018,0.625,1,0,177200000,0.01025340293,0.0434862754,0.1005186061,0.01338772009,0.2435648194,0.03160646163,0.1703348081,0.1034162133,0.02662724041,0.03184532167,0.3638300451,0.4112108239,0.2249591309,10
Broncos 2018,Broncos,15706000,1963621,14510892,2980830,27685340,62846683,19610747,22060696,13626497,8651558,23101585,87051083,2018,0.375,0,0,177200000,0.08863431151,0.01108138262,0.08188990971,0.01682183973,0.1562378104,0.1106701298,0.1244960271,0.07689896727,0.04882369074,0.1303701185,0.4912589334,0.354665254,0.1540758126,6
Lions 2018,Lions,27560000,7708425,10261176,4771517,26454707,76755825,6088251,19866349,13152062,13868343,12942767,65917772,2018,0.375,0,0,177200000,0.155530474,0.04350126975,0.05790731377,0.02692729684,0.1492929289,0.03435807562,0.112112579,0.07422156885,0.07826378668,0.07304044582,0.371996456,0.4331592833,0.1948442607,6
Texans 2018,Texans,4498746,8781571,22937792,3958681,21831728,62008518,19458959,20876470,10503200,11881679,32029767,94750075,2018,0.688,1,0,177200000,0.02538795711,0.04955739842,0.1294457788,0.02234018623,0.1232038826,0.1098135384,0.1178130361,0.0592731377,0.06705236456,0.1807548928,0.5347069695,0.3499352032,0.1153578273,11
Colts 2018,Colts,25722676,2083712,20549797,13375573,25098865,86830623,11406297,12518570,3849218,6461829,5307934,39543848,2018,0.625,1,0,177200000,0.1451618284,0.01175909707,0.115969509,0.07548291761,0.1416414503,0.0643696219,0.07064655756,0.02172244921,0.03646630361,0.02995448081,0.2231594131,0.4900148025,0.2868257844,10
Jaguars 2018,Jaguars,10786333,12425774,17287457,4822038,28024882,73346484,49441021,1915141,11985485,11226426,27090280,101658353,2018,0.313,0,0,177200000,0.06087095372,0.0701228781,0.09755901242,0.02721240406,0.1581539616,0.2790125339,0.01080779345,0.0676381772,0.06335454853,0.152879684,0.573692737,0.4139192099,0.01238805305,5
Chiefs 2018,Chiefs,6462373,3839568,13410657,12846159,35054355,71613112,13806414,30874001,6439413,20988021,5449388,77557237,2018,0.75,1,0,177200000,0.03646937359,0.02166799097,0.07568090858,0.07249525395,0.1978236738,0.07791430023,0.1742325113,0.03633980248,0.1184425564,0.03075275395,0.4376819244,0.4041372009,0.1581808747,12
Raiders 2018,Raiders,25915200,7694424,18652510,11533431,36376204,100171769,11861506,2352299,10206380,11068824,11492532,46981541,2018,0.25,0,0,177200000,0.146248307,0.04342225734,0.1052624718,0.06508708239,0.2052833183,0.06693852144,0.01327482506,0.05759808126,0.06246514673,0.0648562754,0.2651328499,0.5653034368,0.1695637133,4
Chargers 2018,Chargers,23129200,4755413,25433190,7068484,27984393,88370680,14590006,22744570,6339835,10693090,17921985,72289486,2018,0.75,1,0,177200000,0.1305259594,0.02683641648,0.1435281603,0.03988986456,0.1579254684,0.08233637698,0.1283553612,0.03577784989,0.06034475169,0.1011398702,0.4079542099,0.4987058691,0.09333992099,12
Rams 2018,Rams,8767592,9038320,14151679,2758153,27763882,62479626,39110096,5284312,10912796,13578223,20726753,89612180,2018,0.813,1,0,177200000,0.04947851016,0.05100632054,0.07986274831,0.01556519752,0.1566810497,0.2207116027,0.02982117381,0.06158462754,0.07662654063,0.1169681321,0.5057120767,0.3525938262,0.1416940971,13
Dolphins 2018,Dolphins,10507195,4122610,25766603,4425226,30559407,75381041,5156706,38276611,14286351,13320269,3678898,74718835,2018,0.438,0,0,177200000,0.05929568284,0.02326529345,0.1454097235,0.02497305869,0.1724571501,0.02910104966,0.2160079628,0.08062274831,0.07517081828,0.0207612754,0.4216638544,0.4254009086,0.152935237,7
Vikings 2018,Vikings,26462000,8510220,15333845,9592122,26668316,86566503,18526098,18610741,18490720,15731056,22554099,93912714,2018,0.531,0,0,177200000,0.1493340858,0.04802607223,0.086534114,0.054131614,0.1504983973,0.1045490858,0.1050267551,0.1043494357,0.08877571106,0.1272804684,0.529981456,0.4885242833,-0.01850573928,8
Patriots 2018,Patriots,23044200,7894058,15575488,16740476,20349864,83604086,8841997,12784037,12418619,22783881,15107401,71935935,2018,0.688,1,1,177200000,0.1300462754,0.04454886005,0.08789778781,0.09447221219,0.114841219,0.04989840293,0.07214467833,0.0700825,0.1285772065,0.08525621332,0.4059590011,0.4718063544,0.1222346445,11
Saints 2018,Saints,26852600,7093841,12859196,7775068,35725330,90306035,7215630,20379299,14765854,7798629,8475586,58634998,2018,0.813,1,0,177200000,0.1515383747,0.04003296275,0.07256882619,0.04387735892,0.2016102144,0.04072025959,0.1150073307,0.08332874718,0.04401032167,0.04783062077,0.3308972799,0.509627737,0.1594749831,13
Giants 2018,Giants,23411925,11329128,12265128,7070209,16351639,70428029,6466608,23401317,7366336,5267371,13155011,55656643,2018,0.313,0,0,177200000,0.1321214729,0.06393413093,0.06921629797,0.03989959932,0.09227787246,0.03649327314,0.1320616084,0.04157074492,0.02972556998,0.07423821106,0.3140894074,0.3974493736,0.288461219,5
Jets 2018,Jets,15760757,8070717,13044099,3861826,36847212,77584611,16336478,5967157,11918348,10941303,27956260,73119546,2018,0.25,0,0,177200000,0.08894332393,0.045545807,0.07361229684,0.02179360045,0.207941377,0.09219231377,0.0336747009,0.06725930023,0.06174550226,0.1577667043,0.4126385214,0.4378364052,0.1495250734,4
Eagles 2018,Eagles,21505365,5143228,16761079,7215415,35461396,86086483,19610353,20521371,7463300,16905015,5420767,69920806,2018,0.563,1,0,177200000,0.121362105,0.02902498871,0.09458848194,0.04071904628,0.2001207449,0.1106679063,0.1158090914,0.04211794582,0.09540076185,0.03059123589,0.3945869413,0.4858153668,0.1195976919,9
Steelers 2018,Steelers,24607847,1545560,13094252,5891394,35090781,80229834,18570996,7627086,15162163,7577505,18261233,67198983,2018,0.594,0,0,177200000,0.1388704684,0.008722121896,0.07389532731,0.03324714447,0.1980292381,0.1048024605,0.04304224605,0.08556525395,0.04276244357,0.1030543623,0.3792267664,0.4527643002,0.1680089334,9
49ers 2018,49ers,38197259,8311842,18448916,3643398,33769652,102371067,10033146,16528345,8852841,3207934,18947503,57569769,2018,0.25,0,0,177200000,0.2155601524,0.04690655756,0.1041135214,0.02056093679,0.1905736569,0.05662046275,0.09327508465,0.04995959932,0.01810346501,0.1069272178,0.3248858296,0.5777148251,0.09739934537,4
Seahawks 2018,Seahawks,24620964,4655724,20229810,3273982,22883379,75663859,5451644,5314490,26759580,26285750,7339007,71150471,2018,0.625,1,0,177200000,0.1389444921,0.02627383747,0.1141637133,0.01847619639,0.1291387077,0.03076548533,0.02999147856,0.1510134312,0.148339447,0.04141651806,0.40152636,0.426996947,0.171476693,10
Buccaneers 2018,Buccaneers,12616903,3981361,34124743,10224401,25173502,86120910,30935514,21624467,14813639,6026118,15212917,88612655,2018,0.313,0,0,177200000,0.0712014842,0.0224681772,0.1925775564,0.05769977991,0.1420626524,0.1745796501,0.1220342381,0.08359841422,0.03400743792,0.08585167607,0.5000714165,0.4860096501,0.01391893341,5
Titans 2018,Titans,9704446,6578378,8480482,11782366,33732729,70278401,26799400,19778901,12351575,11696707,20975177,91601760,2018,0.563,0,0,177200000,0.05476549661,0.03712402935,0.04785825056,0.06649190745,0.1903652878,0.151238149,0.1116190801,0.06970414786,0.06600850451,0.1183700734,0.5169399549,0.3966049718,0.08645507336,9
Commanders 2018,Commanders,22370588,6464791,11550945,16639653,35598047,92624024,11918322,17481245,6801489,5638443,21140054,62979553,2018,0.438,0,0,177200000,0.1262448533,0.03648301919,0.06518591986,0.09390323363,0.2008919131,0.0672591535,0.09865262415,0.03838312077,0.03181965576,0.1193005305,0.3554150847,0.5227089391,0.1218759763,7
Packers 2018,Packers,22071928,1581868,26709607,10835666,33058976,94258045,19391088,23692894,4603006,2949361,10277116,60913465,2018,0.406,0,0,177200000,0.1245594131,0.008927020316,0.1507314165,0.06114935666,0.18656307,0.1094305192,0.1337070767,0.02597633183,0.01664424944,0.05799726862,0.3437554458,0.5319302765,0.1243142777,6
Cardinals 2017,Cardinals,29489118,3666976,20439056,6097469,28917997,88610616,11978095,14486303,6172044,15728455,21047533,69412430,2017,0.5,0,0,167000000,0.1765815449,0.02195794012,0.1223895569,0.03651179042,0.1731616587,0.07172511976,0.08674432934,0.03695834731,0.09418236527,0.1260331317,0.4156432934,0.530602491,0.05375421557,8
Falcons 2017,Falcons,27422800,5928217,28103286,4019531,25953036,91426870,11309437,18256298,8512929,6556132,15535401,60170197,2017,0.625,1,0,167000000,0.1642083832,0.03549830539,0.1682831497,0.0240690479,0.1554074012,0.06772117964,0.1093191497,0.05097562275,0.03925827545,0.09302635329,0.3603005808,0.5474662874,0.09223313174,10
Ravens 2017,Ravens,26742000,5270289,16212624,5393387,23346656,76964956,8142163,11289373,5332555,12619611,15031988,52415690,2017,0.563,0,0,167000000,0.1601317365,0.03155861677,0.09708158084,0.03229573054,0.1398003353,0.04875546707,0.06760103593,0.03193146707,0.07556653293,0.09001190419,0.3138664072,0.460868,0.2252655928,9
